Temps;EA0;Temps;EA1;Temps;I
0.000213;1.10628098249435;0.000213;-2.82015971839428;0.000213;-0.199023347347975
0.000214;1.12115700542927;0.000214;-2.77548196166754;0.000214;-0.175823324670394
0.000215;1.12115700542927;0.000215;-2.73576840013266;0.000215;-0.175823324670394
0.000216;1.13107435405254;0.000216;-2.69109064340591;0.000216;-0.162566168854634
0.000217;1.13603302836418;0.000217;-2.65137708187103;0.000217;-0.164223313331604
0.000218;1.14595037698746;0.000218;-2.60669932514429;0.000218;-0.162566168854634
0.000219;1.14595037698746;0.000219;-2.56202156841755;0.000219;-0.174166180193424
0.00022;1.1509090512991;0.00022;-2.52230800688267;0.00022;-0.172509035716454
0.000221;1.16082639992237;0.000221;-2.47763025015593;0.000221;-0.170851891239484
0.000222;1.16578507423401;0.000222;-2.43791668862104;0.000222;-0.165880457808574
0.000223;1.17570242285728;0.000223;-2.38827473670244;0.000223;-0.167537602285544
0.000224;1.17570242285728;0.000224;-2.3435969799757;0.000224;-0.149309013038874
0.000225;1.18066109716892;0.000225;-2.30884761363268;0.000225;-0.131080423792203
0.000226;1.17570242285728;0.000226;-2.27409824728966;0.000226;-0.127766134838263
0.000227;1.17074374854565;0.000227;-2.2443130761385;0.000227;-0.117823267976443
0.000228;1.17570242285728;0.000228;-2.19963531941175;0.000228;-0.101251823206743
0.000229;1.18066109716892;0.000229;-2.15992175787687;0.000229;-0.106223256637653
0.00023;1.17570242285728;0.00023;-2.13013658672571;0.00023;-0.101251823206743
0.000231;1.18066109716892;0.000231;-2.09042302519083;0.000231;-0.119480412453413
0.000232;1.18066109716892;0.000232;-2.04574526846409;0.000232;-0.106223256637653
0.000233;1.18066109716892;0.000233;-2.01596009731293;0.000233;-0.107880401114623
0.000234;1.17570242285728;0.000234;-1.98121073096991;0.000234;-0.109537545591593
0.000235;1.18066109716892;0.000235;-1.93653297424316;0.000235;-0.102908967683713
0.000236;1.18066109716892;0.000236;-1.906747803092;0.000236;-0.0913089563449224
0.000237;1.17570242285728;0.000237;-1.87199843674898;0.000237;-0.0863375229140123
0.000238;1.17074374854565;0.000238;-1.84717746078968;0.000238;-0.0681089336673419
0.000239;1.16578507423401;0.000239;-1.81739228963852;0.000239;-0.0614803557594617
0.00024;1.15586772561073;0.00024;-1.78760711848736;0.00024;-0.0515374888976415
0.000241;1.1509090512991;0.000241;-1.7578219473362;0.000241;-0.0465660554667314
0.000242;1.1509090512991;0.000242;-1.72307258099318;0.000242;-0.0415946220358213
0.000243;1.14099170267582;0.000243;-1.69825160503387;0.000243;-0.0449089109897614
0.000244;1.13603302836418;0.000244;-1.66846643388271;0.000244;-0.0366231886049112
0.000245;1.13107435405254;0.000245;-1.64364545792341;0.000245;-0.0465660554667314
0.000246;1.12611567974091;0.000246;-1.61882448196411;0.000246;-0.0415946220358213
0.000247;1.11619833111763;0.000247;-1.58903931081295;0.000247;-0.0415946220358213
0.000248;1.11619833111763;0.000248;-1.55428994446993;0.000248;-0.0349660441279411
0.000249;1.11123965680599;0.000249;-1.51457638293505;0.000249;-0.029994610697031
0.00025;1.10132230818272;0.00025;-1.49471960216761;0.00025;-0.0167374548812707
0.000251;1.09636363387108;0.000251;-1.45997023582458;0.000251;-0.00679458801945051
0.000252;1.06661158800125;0.000252;-1.45004184544086;0.000252;-0.00679458801945051
